id;nome;significado;origem;motivo_escolha;pesquisas
902;Caco;Cac us, do gr ego Kakos, de kaío, queimar;Latim;Extraído de Livro dos Nomes;0
903;Caetano;Gaetanum , natural de Gaeta;Italiano;Extraído de Livro dos Nomes;0
904;Caeté;Mata verdadeira;Tupi;Extraído de Livro dos Nomes;0
905;Caeteté;Mata verdade ira, mata m uito densa;Tupi;Extraído de Livro dos Nomes;0
906;Cahy;Macaco;Tupi;Extraído de Livro dos Nomes;0
907;Caia;Ca ia, nome de mu lher;Latim;Extraído de Livro dos Nomes;0
908;Caiado;Usar tinturas p ara parec er alvo, caiar o rosto;Português;Extraído de Livro dos Nomes;0
909;Caiçuara;O que am a, o amante;Tupi;Extraído de Livro dos Nomes;0
910;Caifás;Kaifá, baixeza, hu milhação;Siro-caldaico;Extraído de Livro dos Nomes;0
911;Caim;Cain, adq uirido, possuído. Primeiro fil ho de Adão e E va e que;Hebraico;Extraído de Livro dos Nomes;0
912;Cainã;Morador do ma to;Tupi;Extraído de Livro dos Nomes;0
913;Cainana;Mulher ado idada, enfurecid a;Tupi;Extraído de Livro dos Nomes;0
914;Caio;Gaius, feliz, contente,  alegre;Latim;Extraído de Livro dos Nomes;0
915;Cairé;Auxiliar de Ru dá (Deus d o mar), lu a cheia;Tupi;Extraído de Livro dos Nomes;0
916;Cairu;Árvore d e folha escura;Tupi;Extraído de Livro dos Nomes;0
917;Caiuá;Morador do ma to;Tupi;Extraído de Livro dos Nomes;0
918;Caiubi;Folh as azuis;Tupi;Extraído de Livro dos Nomes;0
919;Cajary;Rio do cajá;Tupi;Extraído de Livro dos Nomes;0
920;Cajati;Árvore gr ande;Tupi;Extraído de Livro dos Nomes;0
921;Cajuru;Boca d o mato, entrad a do mato;Tupi;Extraído de Livro dos Nomes;0
922;Calado;Sil encioso, tacitur no;Português;Extraído de Livro dos Nomes;0
923;Calandra;A coto via;Grego;Extraído de Livro dos Nomes;0
924;Calanta;Form osa flor;Grego;Extraído de Livro dos Nomes;0
925;Calazanz;Abrig o santo;Espanhol;Extraído de Livro dos Nomes;0
926;Caldas;Águ as termais;Latim;Extraído de Livro dos Nomes;0
927;Caldeira;Caldereiro, traba lhar co m um a cal deira;Português;Extraído de Livro dos Nomes;0
928;Caleb;Cão;Hebraico;Extraído de Livro dos Nomes;0
929;Calhamares;Canhameiral, lugar on de há cânh amo;Português;Extraído de Livro dos Nomes;0
930;Calheiros;O  que trabal ha com calha;Português;Extraído de Livro dos Nomes;0
931;Cali;Kali, negra. Nome de um a deus a da Índia;Sânscrito;Extraído de Livro dos Nomes;0
932;Calidora;Dádiva formosa;Grego;Extraído de Livro dos Nomes;0
933;Calígula;Borzegu im, boti na, sapato de mi litar;Latim;Extraído de Livro dos Nomes;0
934;Calímaco;Kal límachos, o que com bate be m, be lo combatente;Grego;Extraído de Livro dos Nomes;0
935;Calimero;Kal límeros:  hemére a: dia, kálos: belo;Grego;Extraído de Livro dos Nomes;0
936;Calina;Espirituos a;Grego;Extraído de Livro dos Nomes;0
937;Calinico;Callinicus, do grego Kal línikos: ka lós: belo, nike: vi tória;Latim;Extraído de Livro dos Nomes;0
938;Calino;Espirituos o;Grego;Extraído de Livro dos Nomes;0
939;Calíope;Bon ita voz. Musa  da e loqüência e da poesia heróic a;Grego;Extraído de Livro dos Nomes;0
940;Calipso;Kal ypsó, aquela que encobre. Nome da ni nfa que deteve;Grego;Extraído de Livro dos Nomes;0
941;Calistene;Bel eza e força;Grego;Extraído de Livro dos Nomes;0
942;Calístenes;Força bel a, belo e forte;Grego;Extraído de Livro dos Nomes;0
943;Calisto;Homem muito be lo;Grego;Extraído de Livro dos Nomes;0
944;Calistrato;Que com anda;Grego;Extraído de Livro dos Nomes;0
945;Calixto;Kalistos, belíssi mo;Grego;Extraído de Livro dos Nomes;0
946;Calógeras;O  que tem u ma b oa velhice;Grego;Extraído de Livro dos Nomes;0
947;Calógero;Kols +  gheron, be lo velho;Grego;Extraído de Livro dos Nomes;0
948;Calpúrnio;Calpurnius, nome de uma família rom ana;Latim;Extraído de Livro dos Nomes;0
949;Calvino;Ca lvino, o calvo;Latim;Extraído de Livro dos Nomes;0
950;Cam;Cha m, quente, por ex tensão, queimado pelo sol, negro;Hebraico;Extraído de Livro dos Nomes;0
951;Camacho;Descend entes de um a famíl ia francesa q ue conqu istou;Espanhol;Extraído de Livro dos Nomes;0
952;Camapuã;Seio red ondo, em pinado, col ina arre dond ada em  form a de;Tupi;Extraído de Livro dos Nomes;0
953;Câmara;Homem da câ mara. Sobr enome de fa mílias br asileiras;Português;Extraído de Livro dos Nomes;0
954;Camarão;Traduçã o do tupi Poti. Nome de u m crustáceo;Brasileiro;Extraído de Livro dos Nomes;0
955;Cambaúba;Nome d eu ma árvore;Tupi;Extraído de Livro dos Nomes;0
956;Cambuci;Cas o de águ a;Tupi;Extraído de Livro dos Nomes;0
957;Cambuquira;Planta brotada;Tupi;Extraído de Livro dos Nomes;0
958;Camby;Líqu ido do pe ito, leite;Tupi;Extraído de Livro dos Nomes;0
959;Cambyçara;Ama, m ulher que a mamenta;Tupi;Extraído de Livro dos Nomes;0
960;Camélia;No me de uma flor;Latim;Extraído de Livro dos Nomes;0
961;Camila;Ca milla, jovem  criada, atend ente de ceri monial;Latim;Extraído de Livro dos Nomes;0
962;Camilo;De Ca milla, jovem aten dente de cer imônia;Latim;Extraído de Livro dos Nomes;0
963;Caminha;Sobren ome que surg iu na Galícia;Espanhol;Extraído de Livro dos Nomes;0
964;Caminhoá;O peitinho liso;Tupi;Extraído de Livro dos Nomes;0
965;Camirim;Folh inha, pl antinh a;Tupi;Extraído de Livro dos Nomes;0
966;Camocim;Vaso de á gua;Tupi;Extraído de Livro dos Nomes;0
967;Camões;Camonius. Há ainda do gal ego Cá mos, ou ár abe Ca muesa,;Latim;Extraído de Livro dos Nomes;0
968;Campelo;Campo;Latim;Extraído de Livro dos Nomes;0
969;Campesina;Que v ive no ca mpo ou na zona rur al;Latim;Extraído de Livro dos Nomes;0
970;Campesino;Que vi ve no cam po ou n a zona rural;Latim;Extraído de Livro dos Nomes;0
971;Campos;Ca mpos dos godos;Gótico;Extraído de Livro dos Nomes;0
972;Camury;Peixe,  nome do roba lo;Tupi;Extraído de Livro dos Nomes;0
973;Canabarro;Canabarro, vasilh a de beber vinho;Antigoportuguês;Extraído de Livro dos Nomes;0
974;Canace;Canac e, do gr ego Kan áke, filha de Éol o;Latim;Extraído de Livro dos Nomes;0
975;Canará;Planta que se asse melha a cana;Tupi;Extraído de Livro dos Nomes;0
976;Canciano;Ca ntianus, der ivado de C antius;Latim;Extraído de Livro dos Nomes;0
977;Câncio;Canto, encanto;Latim;Extraído de Livro dos Nomes;0
978;Cândace;Kan dáke, provavelm ente do etíope, pois é no me de uma;Grego;Extraído de Livro dos Nomes;0
979;Candal;Pedra;Latim;Extraído de Livro dos Nomes;0
980;Candéa;Perfeito,  limpo, bon ito;Tupi;Extraído de Livro dos Nomes;0
981;Cândida;Fem inino de Câ ndido;Latim;Extraído de Livro dos Nomes;0
982;Cândido;Candidus, puro, inoc ente;Latim;Extraído de Livro dos Nomes;0
983;Canedo;Kanetu, tem perad o, prudente;Árabe;Extraído de Livro dos Nomes;0
984;Canet;Ca navial;Latim;Extraído de Livro dos Nomes;0
985;Canguçu;Cabelo gran de;Tupi;Extraído de Livro dos Nomes;0
986;Canídia;Ca nidia, nome de um a feitice ira;Latim;Extraído de Livro dos Nomes;0
987;Canindé;Arara d e belas p enas azu is escuras;Tupi;Extraído de Livro dos Nomes;0
988;Cantidiano;Cantid ianus, no me d e um mártir natur al do Egito;Latim;Extraído de Livro dos Nomes;0
989;Cantídio;Cantid ius, ou do etrusco Ca ntini, significado i gnora do. Santo;Latim;Extraído de Livro dos Nomes;0
990;Cantílio;Cantílius, secretári o de um  pontífice,  açoitado até mo rrer;Latim;Extraído de Livro dos Nomes;0
991;Canuto;Knutr, de raça, de descen dênc ia comprovada;Escandinavo;Extraído de Livro dos Nomes;0
992;Caoby;Folh a azul, o anil;Tupi;Extraído de Livro dos Nomes;0
993;Capanema;Mato que n áo presta, mato se m caça;Tupi;Extraído de Livro dos Nomes;0
994;Capela;Lugar in iciado por um a cap ela;Português;Extraído de Livro dos Nomes;0
995;Capitolino;Glorioso, do Ca pitólio;Latim;Extraído de Livro dos Nomes;0
996;Capitu;Caapitu, nome de um a pla nta da flora brasi leira. Perso nage m de;Tupi;Extraído de Livro dos Nomes;0
997;Capivari;Rio das ca pivaras;Tupi;Extraído de Livro dos Nomes;0
998;Capotyra;Flor silvestre, flor do cam po, flor do mat o;Tupi;Extraído de Livro dos Nomes;0
999;Caputo;Sabido, esperto;Italiano;Extraído de Livro dos Nomes;0
1000;Caraça;Aque le que tinh a uma cara gran de;Portuguêsantigo;Extraído de Livro dos Nomes;0
1001;Caracala;Car acalla, de origem ga ulesa, manto com ca puz;Latim;Extraído de Livro dos Nomes;0
1002;Caraguatá;Planta espinhosa qu e produz frutos amarelos em cac hos;Tupi;Extraído de Livro dos Nomes;0
1003;Caraguatatuba;Mato de gravatás;Tupi;Extraído de Livro dos Nomes;0
1004;Caraí;Espéc ie de ma cacos;Tupi;Extraído de Livro dos Nomes;0
1005;Carampã;Curvado, arcado;Guarani;Extraído de Livro dos Nomes;0
1006;Carayba;Anjo da guar da;Tupi;Extraído de Livro dos Nomes;0
1007;Cardenas;De cárde no, referente à planta cardo;Espanhol;Extraído de Livro dos Nomes;0
1008;Cardim;Jard im, horta;Latim;Extraído de Livro dos Nomes;0
1009;Cardoso;Terreno abu ndante e m card os;Português;Extraído de Livro dos Nomes;0
1010;Caribé;Alimento prep arado co m po lpa de a bacate;Tupi;Extraído de Livro dos Nomes;0
1011;Caricléia;Ch aríkleia, ilustre pe la sua graça;Grego;Extraído de Livro dos Nomes;0
1012;Caridade;Car itas, de si gnific ado liter al;Latim;Extraído de Livro dos Nomes;0
1013;Carijó;Desc ende nte de branco;Tupi;Extraído de Livro dos Nomes;0
1014;Carina;Querida;Italiano;Extraído de Livro dos Nomes;0
1015;Carinhanha;Rio qu e corre rápi do;Tupi;Extraído de Livro dos Nomes;0
1016;Carino;Carinus, diminutivo de carus, querido, caro, estimado;Latim;Extraído de Livro dos Nomes;0
1017;Carioca;Casa de br anco;Tupi;Extraído de Livro dos Nomes;0
1018;Carísio;Charis ius, do greg o Charísios, que tem ou que dá graça;Latim;Extraído de Livro dos Nomes;0
1019;Cariri;Pacífico, taciturn o;Tupi;Extraído de Livro dos Nomes;0
1020;Cárita;Caridade;Latim;Extraído de Livro dos Nomes;0
1021;Caritina;Caridade, graça;Grego;Extraído de Livro dos Nomes;0
1022;Carlberg;M onte de Car los;Suíço;Extraído de Livro dos Nomes;0
1023;Carlo;Variação de Ca rlos;Italiano;Extraído de Livro dos Nomes;0
1024;Carlomano;Karl: Carlos, e mann: homem;Alemão;Extraído de Livro dos Nomes;0
1025;Carlos;"Kart;  fazen deiro";Teutônico;Extraído de Livro dos Nomes;0
1026;Carlota;Ch arlotte;Francês;Extraído de Livro dos Nomes;0
1027;Carloto;Karlot,  nome do filho d e Carlos Magno;Francês;Extraído de Livro dos Nomes;0
1028;Carma;Destino;Sânscrito;Extraído de Livro dos Nomes;0
1029;Carmela;Kar mel, jardim, jard im de Deus, jard im divino;Hebraico;Extraído de Livro dos Nomes;0
1030;Carmelo;Karm el, jard im ou vinha de Deus;Hebraico;Extraído de Livro dos Nomes;0
1031;Carmem;Poema;Latim;Extraído de Livro dos Nomes;0
1032;Cármen;Carmen, poe ma;Latim;Extraído de Livro dos Nomes;0
1033;Cármine;Car mine, o mesmo que Car men;Italiano;Extraído de Livro dos Nomes;0
1034;Carmo;Karm el, vinha de Deus, jar dim de Deus. O  mesmo q ue;Hebraico;Extraído de Livro dos Nomes;0
1035;Carmona;Topônimo;Espanhol;Extraído de Livro dos Nomes;0
1036;Carneiro;Primitivamente era alcunha;Português;Extraído de Livro dos Nomes;0
1037;Carnevali;Nascido no carnaval;Italiano;Extraído de Livro dos Nomes;0
1038;Caro;Queri do;Latim;Extraído de Livro dos Nomes;0
1039;Carola;Carola, hi pocorístico de Car olina;Espanhol;Extraído de Livro dos Nomes;0
1040;Caron;Cabeça rasp ada;Italiano;Extraído de Livro dos Nomes;0
1041;Carreiro;Que trabal ha ou faz carro;Português;Extraído de Livro dos Nomes;0
1042;Carriel;Bolsa de co uro;Híspano-americano;Extraído de Livro dos Nomes;0
1043;Carrilho;Parte carnosa do rosto;Espanhol;Extraído de Livro dos Nomes;0
1044;Caruana;Na mitologia in dígena, gên io que h abitava  o fund o dos rios;Tupi;Extraído de Livro dos Nomes;0
1045;Caruso;Cabeç a raspad a;Italiano;Extraído de Livro dos Nomes;0
1046;Carvajal;Lugar d e muitos carvalhos;Espanhol;Extraído de Livro dos Nomes;0
1047;Carvalho;Árvore da famí lia das Fagác eas;Espanhol,português;Extraído de Livro dos Nomes;0
1048;Casadei;Cas a de Deus;Latim;Extraído de Livro dos Nomes;0
1049;Casagrande;Cas a grande;Italiano;Extraído de Livro dos Nomes;0
1050;Cascudo;Ho mem grosseiro;Português;Extraído de Livro dos Nomes;0
1051;Casimiro;Kazatimiru, com anda a paz;Eslavo;Extraído de Livro dos Nomes;0
1052;Cásper;O  que fiscaliz a;Germânico;Extraído de Livro dos Nomes;0
1053;Cassandra;Kassandr a, auxili ar do homem;Grego;Extraído de Livro dos Nomes;0
1054;Cassandro;Ho mem distinto, homem que se disti ngue;Grego;Extraído de Livro dos Nomes;0
1055;Cássia;Nome de u ma pl anta;Latim;Extraído de Livro dos Nomes;0
1056;Cassiana;Descen dente de Cáss io, filha de C ássio;Latim;Extraído de Livro dos Nomes;0
1057;Cassiano;Muito  eqüitativo;Latim;Extraído de Livro dos Nomes;0
1058;Cassilda;Guerr eira de l ança;Germânico;Extraído de Livro dos Nomes;0
1059;Cássio;Disti nto, ilustrado;Latim;Extraído de Livro dos Nomes;0
1060;Cassiodoro;Cass iodor us, do grego Kassi ódoros. Der ivado d e Cássio;Latim;Extraído de Livro dos Nomes;0
1061;Castanheda;Lugar das castanh eiras;Astúrio;Extraído de Livro dos Nomes;0
1062;Castelar;Do caste lo, também nome de pl anta;Espanhol;Extraído de Livro dos Nomes;0
1063;Castilho;Castillo, castel o, castel o fortifica do;Espanhol;Extraído de Livro dos Nomes;0
1064;Casto;Ho nesto,  puro;Latim;Extraído de Livro dos Nomes;0
1065;Castor;O que se destac a, distinto.  Irmão de Pó lux;Grego;Extraído de Livro dos Nomes;0
1066;Castro;Castelo, fortaleza, forte;Latim;Extraído de Livro dos Nomes;0
1067;Cataia;Erva medicinal, folha qu e queima;Tupi;Extraído de Livro dos Nomes;0
1068;Cataldo;Que governa a guerra;Germânico;Extraído de Livro dos Nomes;0
1069;Catalina;Pura. Em portug uês e espan hol, o me smo que Catar ina;Grego;Extraído de Livro dos Nomes;0
1070;Cataline;Puritana;Grego;Extraído de Livro dos Nomes;0
1071;Catão;Cato, Caton is, provavelm ente do sabi no catus,  agud o, sagaz,;Latim;Extraído de Livro dos Nomes;0
1072;Catanduva;Mato ralo;Tupi;Extraído de Livro dos Nomes;0
1073;Catarina;Kátharos, pur o;Grego;Extraído de Livro dos Nomes;0
1074;Catulo;Astuto, sagaz;Latim;Extraído de Livro dos Nomes;0
1075;Cátulo;Catu lus, filhote de animalcãozinho;Latim;Extraído de Livro dos Nomes;0
1076;Catumbi;O mato verde;Tupi;Extraído de Livro dos Nomes;0
1077;Catyba;Mata cerrada, espess a;Tupi;Extraído de Livro dos Nomes;0
1078;Cavalheiro;Genti l, galante ador;Português;Extraído de Livro dos Nomes;0
1079;Caxangá;Mato estendido;Tupi;Extraído de Livro dos Nomes;0
1080;Cayari;Rio dos cajás;Tupi;Extraído de Livro dos Nomes;0
1081;Ceci;Minha m ãe. No me de mulher;Tupi;Extraído de Livro dos Nomes;0
1082;Cecília;Caecilia, de ceg o;Latim;Extraído de Livro dos Nomes;0
1083;Cecrope;Cecr ope, do greg o Kécrops, o primeiro rei de Atenas;Latim;Extraído de Livro dos Nomes;0
1084;Céculo;Caecu lus, diminutivo de caecus, de olhos pequeninos;Latim;Extraído de Livro dos Nomes;0
1085;Cedric;Chefe gu erreir o;Céltico;Extraído de Livro dos Nomes;0
1086;Cefas;Cephas, este do ara maico Kép hâs, rocha, pedra;Latim;Extraído de Livro dos Nomes;0
1087;Cegytara;O carreg ador, o que faz transp orte;Tupi;Extraído de Livro dos Nomes;0
1088;Céladon;Ce ladon, do grego Kél adon, de Ké lados, grito, chamado;Latim;Extraído de Livro dos Nomes;0
1089;Celena;U ma das ir mãs de Atlas;Grego;Extraído de Livro dos Nomes;0
1090;Celeste;Caelestis,  do céu, celeste,  divina;Latim;Extraído de Livro dos Nomes;0
1091;Celerino;Celerinus, célere, rápido;Latim;Extraído de Livro dos Nomes;0
1092;Célia;Celesti al, celeste. Anagrama do n ome Alice, ou do greg o Aleth ia, a;Latim;Extraído de Livro dos Nomes;0
1093;Célico;Próprio o u natural do cé u;Latim;Extraído de Livro dos Nomes;0
1094;Celidônio;Chelidónios, de chel idón, andorinha;Grego;Extraído de Livro dos Nomes;0
1095;Celimena;Cé limère, criaç ão de M olière no Misantropo;Francês;Extraído de Livro dos Nomes;0
1096;Celina;"Filha do céu; di minutivo  de Célia";Latim;Extraído de Livro dos Nomes;0
1097;Celínia;"Filh a do céu; variaçã o de Célia";Latim;Extraído de Livro dos Nomes;0
1098;Celino;"Filho do céu; di minutivo  de Célio";Latim;Extraído de Livro dos Nomes;0
1099;Célio;No me de uma das sete colinas de Ro ma;Latim;Extraído de Livro dos Nomes;0
1100;Celosia;Flor que nasce;Grego;Extraído de Livro dos Nomes;0
1101;Celso;Alto, elevado;Latim;Extraído de Livro dos Nomes;0
1102;Cendi;A luz;Tupi;Extraído de Livro dos Nomes;0
1103;Cendira;Irmã;Tupi;Extraído de Livro dos Nomes;0
1104;Cendyi;Luz, claridade;Latim;Extraído de Livro dos Nomes;0
1105;Cerayma;Sem no me, não b atizado, pag ão;Tupi;Extraído de Livro dos Nomes;0
1106;Cereal;Cerealis, de Ceres, a deus a das cearas, da agr icultura;Latim;Extraído de Livro dos Nomes;0
1107;Cerqueira;Cervo,  muitos cervos.  Sobr enome de fa mílias brasileiras;Latim;Extraído de Livro dos Nomes;0
1108;César;Ca esar, de cab eleira lon ga;Latim;Extraído de Livro dos Nomes;0
1109;Casária;Ca esaria, der ivado d e Caesar;Latim;Extraído de Livro dos Nomes;0
1110;Cesarino;Ca esarin us, derivado de César;Latim;Extraído de Livro dos Nomes;0
1111;Césio;Caesius, de caesius, esverdeado;Latim;Extraído de Livro dos Nomes;0
1112;Cesira;Koisyra, pomposa;Grego;Extraído de Livro dos Nomes;0
1113;Cesônia;Caeso nia, no me da es posa de Ca lígula;Latim;Extraído de Livro dos Nomes;0
1114;Casônio;Ca esoni us, nome de famíl ia rom ana;Latim;Extraído de Livro dos Nomes;0
1115;Ceuci;Mãe  do pranto;Tupi;Extraído de Livro dos Nomes;0
1116;Chagas;De orig em religiosa, e vocaç ão das chag as de Cristo;Português;Extraído de Livro dos Nomes;0
1117;Chamberlain;Camareiro;Inglês;Extraído de Livro dos Nomes;0
1118;Chapecó;Caminho tril hado freq üente mente;Tupi;Extraído de Livro dos Nomes;0
1119;Chara;Alegre;Grego;Extraído de Livro dos Nomes;0
1120;Charlotta;(Sueco) - Car lota;Sueco;Extraído de Livro dos Nomes;0
1121;Charlotte;Carlota;Inglês,francês;Extraído de Livro dos Nomes;0
1122;Chaves;Der ivado d e uma cidade de Portuga l;Português;Extraído de Livro dos Nomes;0
1123;Chede;Dád iva de De us;Árabe;Extraído de Livro dos Nomes;0
1124;Chermont;Que pr ocura mo nte;Francês;Extraído de Livro dos Nomes;0
1125;Chiara;Cl ara;Grego;Extraído de Livro dos Nomes;0
1126;Childerico;C hilde, hilde: combate, e rik: príncip e príncip e;Germânico;Extraído de Livro dos Nomes;0
1127;Chiquita;Meni ninha;Espanhol;Extraído de Livro dos Nomes;0
1128;Christine;Cristin a;Inglês,Francês;Extraído de Livro dos Nomes;0
1129;Churi;Ema;Guarani;Extraído de Livro dos Nomes;0
1130;Ciaxares;K yaxáres,  nome de um rei dos M edos;Grego;Extraído de Livro dos Nomes;0
1131;Cibele;A Gran de Mãe dos De uses. É a gra nde deus a da Frígia;Grego;Extraído de Livro dos Nomes;0
1132;Cícero;Cic ero, grão de bic o;Latim;Extraído de Livro dos Nomes;0
1133;Cicno;C ycnus,  do gr ego K yknos , cisne;Latim;Extraído de Livro dos Nomes;0
1134;Cid;Seid, senhor . Nome do her ói espa nhol El C id;Árabe;Extraído de Livro dos Nomes;0
1135;Cimon;Ci mone, do greg o Kimon, negro, pardo, sombrio;Latim;Extraído de Livro dos Nomes;0
1136;Cinara;Alcachofra, cardo;Grego;Extraído de Livro dos Nomes;0
1137;Cincinato;Que te m cabe lo encar acola do ou cach eado;Latim;Extraído de Livro dos Nomes;0
1138;Cinderela;Dedrillon, garota do borralho;Francês;Extraído de Livro dos Nomes;0
1139;Cinders;Variação d e Cinderela;Teutônico;Extraído de Livro dos Nomes;0
1140;Cinira;"Lira que se toca va no tem plo de Jerusa lém; q ue geme,";Hebraico,grego;Extraído de Livro dos Nomes;0
1141;Cíniras;Cinyras, do gre go Kin yras, rei d e Chipre, pai de Adônis;Latim;Extraído de Livro dos Nomes;0
1142;Cinosura;Cynosura,  do gr ego K ynóura:  kyon, cão, e ourá, cauda;Latim;Extraído de Livro dos Nomes;0
1143;Cíntia;Cynthia, natura l de Cinto. Um  dos no mes da d eusa Di ana;Latim,grego;Extraído de Livro dos Nomes;0
1144;Cintra;Os  Celtas davam a lu a o nome de C YNTHIA , e desta palavra é;Celta;Extraído de Livro dos Nomes;0
1145;Cipião;Scipio, Scip ionis, bastão;Latim;Extraído de Livro dos Nomes;0
1146;Cipoúna;Cipó preto;Tupi;Extraído de Livro dos Nomes;0
1147;Cipriano;Cyprius, natura l de Ch ipre, cipriota;Latim;Extraído de Livro dos Nomes;0
1148;Cípselo;C ypselus, do greg o Kypselos, um  tirano d e Corinto, pai d e;Latim;Extraído de Livro dos Nomes;0
1149;Cirano;Kyrene, de Cire ne, cidade da Cirenaica n o norte da África;Grego;Extraído de Livro dos Nomes;0
1150;Circe;Filha do so l. Perso nage m da Odiss éia de H omero;Grego;Extraído de Livro dos Nomes;0
1151;Cirene;Kire ne, de Cirene, ninfa raptada p or Apolo e levada para o;Grego;Extraído de Livro dos Nomes;0
1152;Cireneu;Natural d e Cirene. Simão nasceu e m Cirene, mo rava em;Grego;Extraído de Livro dos Nomes;0
1153;Cirênia;Derivado de C yrenaeus, natural da cidade de Cirene;Latim;Extraído de Livro dos Nomes;0
1154;Cirênio;Masculino d e Cirênia;Latim;Extraído de Livro dos Nomes;0
1155;Ciríaco;Homem do Senh or;Grego,latim;Extraído de Livro dos Nomes;0
1156;Cirilo;K yrillos, de ple na autori dade;Grego;Extraído de Livro dos Nomes;0
1157;Cirino;Quiri nus;Latim;Extraído de Livro dos Nomes;0
1158;Cirne;O  cisneiro, criador de cisn es;Português;Extraído de Livro dos Nomes;0
1159;Ciro;Kur ush, o So l, deus do Sol;Antigopersa;Extraído de Livro dos Nomes;0
1160;Claire;Cl ara;Francês;Extraído de Livro dos Nomes;0
1161;Clara;Clara, bri lhante, il ustre;Latim;Extraído de Livro dos Nomes;0
1162;Clarêncio;Ilustrado;Latim;Extraído de Livro dos Nomes;0
1163;Claret;Clarinho, di minutivo de cl aro;Catalão;Extraído de Livro dos Nomes;0
1164;Clarice;Cl aridade;Francês;Extraído de Livro dos Nomes;0
1165;Clarimundo;Clara proteç ão, proteção da la nça;Latim,germânico;Extraído de Livro dos Nomes;0
1166;Clarinda;Diminutivo de Cl ara;Latim;Extraído de Livro dos Nomes;0
1167;Clark;Cl érigo, em pregado;Inglês;Extraído de Livro dos Nomes;0
1168;Claro;Clarus, claro, brilhante;Latim;Extraído de Livro dos Nomes;0
1169;Claudete;De Clá udio, diminutivo  de Cláudia;Latim;Extraído de Livro dos Nomes;0
1170;Cláudia;Fem inino de Cl áudio;Latim;Extraído de Livro dos Nomes;0
1171;Claudinete;Cl audinette,  diminutivo de Claudine;Francês;Extraído de Livro dos Nomes;0
1172;Cláudio;Claudius, o co xo, o manco;Latim;Extraído de Livro dos Nomes;0
1173;Claudionor;Aquele que ho nra Cláudio. Ou fusão de Cláudio e Leonor;Latim;Extraído de Livro dos Nomes;0
1174;Clayton;Aldeia barrenta;Inglês;Extraído de Livro dos Nomes;0
1175;Cleandro;Kleandros: kléos: gl ória, e anér: andr ós homem ho mem;Grego;Extraído de Livro dos Nomes;0
1176;Cleanto;Flor da glória;Grego;Extraído de Livro dos Nomes;0
1177;Clearco;Cl earchus, do gre go Kléarc hos: kléos: glória, e árcho:;Latim;Extraído de Livro dos Nomes;0
1178;Cleber;Padeir o;Germânico;Extraído de Livro dos Nomes;0
1179;Cléia;Formosa e também n obre;Latim;Extraído de Livro dos Nomes;0
1180;Clélia;Cloelia, fam osa, ilustre, nobr e;Latim;Extraído de Livro dos Nomes;0
1181;Clélio;Glor ioso, filho d e cliente;Grego,latim;Extraído de Livro dos Nomes;0
1182;Clemência;Cl emência, bondade, clemência, suavidade;Latim;Extraído de Livro dos Nomes;0
1183;Clemente;Cl ementis, gentil, bondoso;Latim;Extraído de Livro dos Nomes;0
1184;Cléo;Cleo, gl ória, fam a;Grego;Extraído de Livro dos Nomes;0
1185;Cleóbulo;Cl eobu lus, do greg o Kleóbulos: kléos: glória, e bou lé:;Latim;Extraído de Livro dos Nomes;0
1186;Cleodoro;Dádiva gloriosa;Grego;Extraído de Livro dos Nomes;0
1187;Cleófas;Bril hante de gl ória;Grego;Extraído de Livro dos Nomes;0
1188;Cleómaco;Cl eomachus, do gr ego Kló machos: kléos: glória, e má che:;Latim;Extraído de Livro dos Nomes;0
1189;Cleômbroto;Cl eombrotus, do gre go KLeóbr otos:  kléos: glór ia, e brotós:;Latim;Extraído de Livro dos Nomes;0
1190;Cleomênia;Lua gl oriosa;Grego;Extraído de Livro dos Nomes;0
1191;Cleon;Fam a, glória;Grego;Extraído de Livro dos Nomes;0
1192;Cleonice;V itória gloriosa;Grego;Extraído de Livro dos Nomes;0
1193;Cleônides;Feiçã o que den uncia g lória;Grego;Extraído de Livro dos Nomes;0
1194;Cleópatra;Cl eopatra, il ustre por seu pai, gl ória de seu p ai;Grego;Extraído de Livro dos Nomes;0
1195;Cleto;Chamado, eleito;Grego;Extraído de Livro dos Nomes;0
1196;Cléver;Taipeiro;Germânico;Extraído de Livro dos Nomes;0
1197;Clície;Famosa, célebre;Grego;Extraído de Livro dos Nomes;0
1198;Alice; Nobre;Hebraica;GERADO POR IA;0
1199;Bruno; Castanho, moreno;Germânica;GERADO POR IA;0
1200;Clara; Brilhante, clara;Latina;GERADO POR IA;0
1201;Daniel; Deus é meu juiz;Hebraica;GERADO POR IA;0
1202;Eduardo; Guardião rico;Anglo-saxã;GERADO POR IA;0
1203;Fernanda; Corajosa, ousada;Germânica;GERADO POR IA;0
1204;Gabriel; Homem de Deus;Hebraica;GERADO POR IA;0
1205;Helena; Tocha, luz brilhante;Grega;GERADO POR IA;0
1206;Isabela; Promessa de Deus;Hebraica;GERADO POR IA;0
1207;João; Deus é gracioso;Hebraica;GERADO POR IA;0
1208;Karina; Pura;Escandinava;GERADO POR IA;0
1209;Lucas; Iluminado;Latina;GERADO POR IA;0
1210;Mariana; Aquela que é amada;Latina;GERADO POR IA;0
1211;Nicolas; Vencedor do povo;Grega;GERADO POR IA;0
1212;Olga; Sagrada;Escandinava;GERADO POR IA;0
