id;nome;significado;origem;motivo_escolha;pesquisas
597;Balderico;Baldér ic, depois Ba udry, do germânico: baldo: audaci oso,;Francês;Extraído de Livro dos Nomes;0
598;Baldin;Audac ioso;Italiano;Extraído de Livro dos Nomes;0
599;Baldomar;Famoso, brilhante;Germânico;Extraído de Livro dos Nomes;0
600;Baldomero;Ba ld: audaz, e me ro: famoso, brilahnte;Germânico;Extraído de Livro dos Nomes;0
601;Balduíno;Bal dwin, amigo ousa do e protetor;Teutônico;Extraído de Livro dos Nomes;0
602;Baleeiro;Pescador de b aleias;Português;Extraído de Livro dos Nomes;0
603;Bálio;Bál ios, mosqueado  ou fogos o. Nome de u m dos cavalos de;Grego;Extraído de Livro dos Nomes;0
604;Baltar;Balth ari, soldado audac ioso;Germânico;Extraído de Livro dos Nomes;0
605;Bambi;Bambino, menino;Italiano;Extraído de Livro dos Nomes;0
606;Bambuí;Muito  corrente e sinuos o;Tupi;Extraído de Livro dos Nomes;0
607;Bandeira;Alcunha da da por Do n Afonso V ao gu erreir o Gonç alves;Português;Extraído de Livro dos Nomes;0
608;Banôbal;Ban o Ba'al, a quem Ba al escuta;Fenício;Extraído de Livro dos Nomes;0
609;Baptistela;Diminutivo de Batista;Italiano;Extraído de Livro dos Nomes;0
610;Baquílides;Bacch ylides, do grego Bakc hylides;Latim;Extraído de Livro dos Nomes;0
611;Báquio;Bacchius, do gre go Bákchi os;Latim;Extraído de Livro dos Nomes;0
612;Báquis;Bacchis, do greg o Bakchis, nome de m ulher;Latim;Extraído de Livro dos Nomes;0
613;Baraquias;Bar akiah, que Deus a benço ou;Hebraico;Extraído de Livro dos Nomes;0
614;Barata;Rixa, desavença. Usado como sobren ome;Italiano;Extraído de Livro dos Nomes;0
615;Baraúna;Madeir a preta;Tupi;Extraído de Livro dos Nomes;0
616;Barbacena;Aquele que tem  muita barba;Português;Extraído de Livro dos Nomes;0
617;Barbácio;Barb atius,  nome de homem;Latim;Extraído de Livro dos Nomes;0
618;Barbalho;Barb a de alho;Português;Extraído de Livro dos Nomes;0
619;Bárbara;Estrange ira, estra nha, que ba lbucia, que gag ueja p or;Greco-latino;Extraído de Livro dos Nomes;0
620;Bárbaro;Barbarus, estrangeiro (que n ão é grego n em ro mano);Latim;Extraído de Livro dos Nomes;0
621;Barbe;Bárbara;Francês;Extraído de Livro dos Nomes;0
622;Barbosa;Lugar on de há mu itas árvores com b arba de bo de ou;Português;Extraído de Livro dos Nomes;0
623;Barcas;Fulg or, relâmpago, raio;Fenício;Extraído de Livro dos Nomes;0
624;Barcelos;Barca pequena. Sobre nome de famí lias bras ileiras e nome de;Latim;Extraído de Livro dos Nomes;0
625;Bárea;Bare a, sobr enome ro mano;Latim;Extraído de Livro dos Nomes;0
626;Bariri;Água ag itada, água corr edeir a;Tupi;Extraído de Livro dos Nomes;0
627;Bark;Bênçã o;Árabe;Extraído de Livro dos Nomes;0
628;Barleta;Rec ipiente de águ a;Italiano;Extraído de Livro dos Nomes;0
629;Barnabé;Bar nebu ah, filho da exaltação, filho da co nsolaç ão;Hebraico;Extraído de Livro dos Nomes;0
630;Barrabás;Bara bbas, este do hebraico que, por sua vez , tirou do siríaco;Grego;Extraído de Livro dos Nomes;0
631;Barreiros;Lugar de o nde se e xtrai barr o;Português;Extraído de Livro dos Nomes;0
632;Barreto;Sobr enome usa do no Brasi l e deriva  do n ome de várias;Português;Extraído de Livro dos Nomes;0
633;Barry;Lança, arpã o;Irlandês;Extraído de Livro dos Nomes;0
634;Barros;Sobr enome qu e proced e da família do solar d e Barros,  do;Português;Extraído de Livro dos Nomes;0
635;Barroso;Lu gar onde h á muito barro, ou espi nhas no rosto;Português;Extraído de Livro dos Nomes;0
636;Barsine;Barsi ne, nome de mu lher persa;Grego;Extraído de Livro dos Nomes;0
637;Bartimeu;Filh o de Timeu;Aramaico;Extraído de Livro dos Nomes;0
638;Bartira;Flor . Nome da filha d e Tibiriçá, cacique guainá, casada co m Joã o;Tupi;Extraído de Livro dos Nomes;0
639;Bartinik;Colmeeiro;Polonês;Extraído de Livro dos Nomes;0
640;Bartolo;Adaptaç ão de Bartolo meu;Italiano,espanhol;Extraído de Livro dos Nomes;0
641;Bartolomeu;Bar-T almai, filho fos sulcos;Hebraico;Extraído de Livro dos Nomes;0
642;Baruc;O  abençoa do, o bendito;Hebraico;Extraído de Livro dos Nomes;0
643;Baruel;Bar wel, fabricante de pe neiras, pa diola;Francês,inglês;Extraído de Livro dos Nomes;0
644;Basileu;Basileus, rei;Grego;Extraído de Livro dos Nomes;0
645;Basiliano;Ch eio de re aleza;Grego;Extraído de Livro dos Nomes;0
646;Basílico;Basi likós, real;Grego;Extraído de Livro dos Nomes;0
647;Basilina;Sob erana;Grego;Extraído de Livro dos Nomes;0
648;Basílio;Basi leous, régio, real;Grego-latino;Extraído de Livro dos Nomes;0
649;Basilissa;Ra inha;Grego;Extraído de Livro dos Nomes;0
650;Bassiano;Bassi anus, do greg o Bassian ós, um dos epítetos de;Latim;Extraído de Livro dos Nomes;0
651;Basso;Bassus, sobre nome rom ano;Latim;Extraído de Livro dos Nomes;0
652;Bastos;Nome de u m lugar habitado por mu ita ge nte da família;Português;Extraído de Livro dos Nomes;0
653;Batalha;Guerr a, batalha;Português;Extraído de Livro dos Nomes;0
654;Batilde;Boa filha;Anglo-saxônico;Extraído de Livro dos Nomes;0
655;Batilo;Bath yllus, do grego Báth yllos, provavelm ente da ra iz bath, que dá;Latim;Extraído de Livro dos Nomes;0
656;BástisouBátide;Battis,  mulher de Cós, can atada pel o poeta Filetas;Latim;Extraído de Livro dos Nomes;0
657;Batista;Baptista, batiza dor, aquele de b atiza. Sobreno me de São João;Grego;Extraído de Livro dos Nomes;0
658;Bato;Battus, do greg o Báttos, fala co nfusa;Latim;Extraído de Livro dos Nomes;0
659;Batuel;Ho mem de D eus;Hebraico;Extraído de Livro dos Nomes;0
660;Bauer;Lavrador;Germânico;Extraído de Livro dos Nomes;0
661;Baur;Lavrador;Germânico;Extraído de Livro dos Nomes;0
662;Bauru;Cesto d e frutas;Tupi;Extraído de Livro dos Nomes;0
663;Bávio;Bavius, mau poeta, ini migo de V irgílio e de H oráci o;Latim;Extraído de Livro dos Nomes;0
664;Bayer;Vindo da Baviera;Germânico;Extraído de Livro dos Nomes;0
665;Beata;Beata,  feminino de b eatus,  feliz, bem-aventurado;Latim;Extraído de Livro dos Nomes;0
666;Beato;Beatus, feliz, bem-aventurado;Latim;Extraído de Livro dos Nomes;0
667;Beatriz;Beatrix, aquela que faz os outros felizes;Latim;Extraído de Livro dos Nomes;0
668;Bebiano;No me masculino de Viviana, fada das le ndas eur opéias;Latim;Extraído de Livro dos Nomes;0
669;Bébio;Baebius, nome de famí lia ro mana, freqüente mente citada na;Latim;Extraído de Livro dos Nomes;0
670;Becker;Padeiro;Germânico;Extraído de Livro dos Nomes;0
671;Beckmann;Homem da padaria;Germânico;Extraído de Livro dos Nomes;0
672;Beethoven;O do qu intal das beterrabas;Holandês;Extraído de Livro dos Nomes;0
673;Bela;Bel la, linda.Diminutivo de Isabe la., Isabe l;Latim;Extraído de Livro dos Nomes;0
674;Belami;Bel-amy, belo a migo. Grafia franc esa Bellamy;Gálico;Extraído de Livro dos Nomes;0
675;Belarmino;Belo Armino. Feminino: Belar mina, Belar minda;Italiano;Extraído de Livro dos Nomes;0
676;Belchior;Corrupte la de M elquior , Belquior;Latim;Extraído de Livro dos Nomes;0
677;Beleno;Sol ou Apolo. Da mitologia;Escandinavo;Extraído de Livro dos Nomes;0
678;Belfort;Bela fortaleza;Francês;Extraído de Livro dos Nomes;0
679;Belieno;Bel lienus, nome de homem;Latim;Extraído de Livro dos Nomes;0
680;Belina;Persona gem de Molière, feminino de Belin, carn eirinho;Francês;Extraído de Livro dos Nomes;0
681;Belisário;Arremess ador de dar dos, guerre iro;Grego;Extraído de Livro dos Nomes;0
682;Belito;Bel litus, de bellus, bonito, encantador , elegante;Latim;Extraído de Livro dos Nomes;0
683;Bellamy;Bo m am igo;Latim;Extraído de Livro dos Nomes;0
684;Belmira;Que tem be la visão;Espanhol;Extraído de Livro dos Nomes;0
685;Belmiro;Afam ado, il ustre;Teutônico;Extraído de Livro dos Nomes;0
686;Belmonte;Bel o monte;Português;Extraído de Livro dos Nomes;0
687;Belo;Bellus, li ndo, bon ito, nome masculino;Latim;Extraído de Livro dos Nomes;0
688;Belquis(se);Balk is, Belk is, derivado de Belka, cid ade e pla nalto da;Árabe;Extraído de Livro dos Nomes;0
689;Beltrão;Beorhthra m, negro e br ilhante, o corvo  brilhante;Anglo-saxão;Extraído de Livro dos Nomes;0
690;Belmiry;A carre ira, corrida;Tupi;Extraído de Livro dos Nomes;0
691;Ben;Ben, filho. Diminutivo  de Benjamin e de Bene dito;Hebraico;Extraído de Livro dos Nomes;0
692;Benedito;Ben edictus, abenç oado, lo uvado;Latim;Extraído de Livro dos Nomes;0
693;Benevenuta;Benevenuta,  benvinda;Italiano;Extraído de Livro dos Nomes;0
694;Benevenuto;Bem vindo;Italiano;Extraído de Livro dos Nomes;0
695;Benevides;Abdb en, filho de escravo.  De origem esp anho la da;Árabe;Extraído de Livro dos Nomes;0
696;Benévola;A que d eseja b em a o utrem;Latim;Extraído de Livro dos Nomes;0
697;Ben-Hur;Ben Hur, filho de Hur;Hebraico;Extraído de Livro dos Nomes;0
698;Beni;Béni (ao la do de Ben y e Bén it), abençoado;Francês;Extraído de Livro dos Nomes;0
699;Beniamino;Variaçã o de Benjamin;Italiano;Extraído de Livro dos Nomes;0
700;Benícia;Muito bondoso;Latim;Extraído de Livro dos Nomes;0
701;Benício;O  que vai be m;Latim;Extraído de Livro dos Nomes;0
702;Benigna;Bon dosa, gentil, grac iosa;Latim;Extraído de Livro dos Nomes;0
703;Benita;Ben dita, abenço ada;Italiano;Extraído de Livro dos Nomes;0
704;BenjaminouBenjamim;Bin yamin, filho da m ão di reita, filho da;Hebraico;Extraído de Livro dos Nomes;0
705;Bennato;Bem n ascido;Latim;Extraído de Livro dos Nomes;0
706;Beno;Filho d e uma família nobre d a Saxônic a. Padr oeiro da Baviera e;Saxão;Extraído de Livro dos Nomes;0
707;Benoit;Benoni, filh o de minhas tristezas;Hebraico;Extraído de Livro dos Nomes;0
708;Bensabat;Nascido n o sábad o;Hebraico;Extraído de Livro dos Nomes;0
709;Benta;Abenço ada;Latim;Extraído de Livro dos Nomes;0
710;Beraldo;O do mador de urso;Teutônico;Extraído de Livro dos Nomes;0
711;Beramim;Parecer;Guarani;Extraído de Livro dos Nomes;0
712;Berdine;Brilhante, vitoriosa;Teutônico;Extraído de Livro dos Nomes;0
713;Berenice;Benen ike, portadora d e vitória;Grego;Extraído de Livro dos Nomes;0
714;Berghman;Mineir o, homem que trabal ha nas m inas, montan hês;Germânico;Extraído de Livro dos Nomes;0
715;Berilo;Beryllos,  a jóia verde do m ar;Grego;Extraído de Livro dos Nomes;0
716;Bermondo;Bermond, do ger mânico: ber: urso, e mu nd: proteção;Francês;Extraído de Livro dos Nomes;0
717;Bermudes;Desc ende ntes de Cristóvão  Bermudes, que serviu a;Português;Extraído de Livro dos Nomes;0
718;Bernadete;Bernad ette, diminutivo de Bern arda;Francês;Extraído de Livro dos Nomes;0
719;Bernard;Variaçã o de Bernard o;Inglês,francês;Extraído de Livro dos Nomes;0
720;Bernardes;Filho de Bern ardo ou d a família de Bernard o;Germânico;Extraído de Livro dos Nomes;0
721;Bernardo;Beri nhard, bravo  como u m urso, forte como um urso, um;Teutônico;Extraído de Livro dos Nomes;0
722;Beroso;Beros us, do gr ego Berosos, Beross os, histor iador b abilônico;Latim;Extraído de Livro dos Nomes;0
723;Bersabé;Filha do jur amento;Hebraico;Extraído de Livro dos Nomes;0
724;Berta;Perahta, brilhante,  glorioso;Teutônico;Extraído de Livro dos Nomes;0
725;Bertagnoli;Espécie d e bacalhau;Italiano;Extraído de Livro dos Nomes;0
726;Bertário;Berth o: brilhante, célebre, e harjis: exército;Germânico;Extraído de Livro dos Nomes;0
727;Bertilda;Guerre ira brilhante;Germânico;Extraído de Livro dos Nomes;0
728;Bertino;Belo;Teutônico;Extraído de Livro dos Nomes;0
729;Bertoldo;Bercht ald, governador br ilhante ou ilustre;Teutônico;Extraído de Livro dos Nomes;0
730;Bertolfo;Berth o: brilhante, célebre, e wulf: lobo;Germânico;Extraído de Livro dos Nomes;0
731;Bertrando;Bertrand, do ger mânico Ber ht-hramm: b erht: brilhante,;Francês;Extraído de Livro dos Nomes;0
732;Besse;For ma red uzida d e Elizabete;Inglês;Extraído de Livro dos Nomes;0
733;Beta;Seg unda l etra do alfabeto gre go;Grego,aramaico;Extraído de Livro dos Nomes;0
734;Betânia;Casa do pobr e;Hebraico;Extraído de Livro dos Nomes;0
735;Betenfeld;Ca mpo de beterra bas;Germânico;Extraído de Livro dos Nomes;0
736;Beth;Cas a. Diminutivo de Elisa beth;Aramaico;Extraído de Livro dos Nomes;0
737;Betim;Amarra, freio;Flamengo;Extraído de Livro dos Nomes;0
738;Betsabé;M ãe de Sal omão;Hebraico;Extraído de Livro dos Nomes;0
739;Beverli;Prado do castor;Anglo-saxão;Extraído de Livro dos Nomes;0
740;Bezerra;Alcun ha de bezerr o, novilho;Espanhol;Extraído de Livro dos Nomes;0
741;Bianca;Bra nca, alva;Germânico,latim;Extraído de Livro dos Nomes;0
742;Bianor;Homem violento;Grego;Extraído de Livro dos Nomes;0
743;Bião;Bione, do gre go Bión, no me d e homem;Latim;Extraído de Livro dos Nomes;0
744;Biara;Presa d e caça, de guerra;Tupi;Extraído de Livro dos Nomes;0
745;Bias;Força, potênci a. Um dos sete sáb ios da Grécia, céle bre pel o seu;Grego;Extraído de Livro dos Nomes;0
746;Bibáculo;Bibacu lus. Era sobreno me das famílias Furius e Se xtius;Latim;Extraído de Livro dos Nomes;0
747;Bebério;Biberius, apelido irôn ico dad o ao imperador Tibério, por caus a;Latim;Extraído de Livro dos Nomes;0
748;Bíbula;Bibula, feminino de Bíbu lo;Latim;Extraído de Livro dos Nomes;0
749;Bíbulo;Bib ulus, de bi bulus, que beb e bem, qu e é bom bebedor;Latim;Extraído de Livro dos Nomes;0
750;Bichara;Alvíssima, boa-nova;Árabe;Extraído de Livro dos Nomes;0
751;Bionda;Bionda, loura;Italiano;Extraído de Livro dos Nomes;0
752;Birigui;Mosquito;Tupi;Extraído de Livro dos Nomes;0
753;Bismarck;Fronte ira do bis pado;Germânico;Extraído de Livro dos Nomes;0
754;Bispo;Epi + scopé o, aquele que supp ervisiona, supervisor;Grego;Extraído de Livro dos Nomes;0
755;Bitão;Bitone, do greg o Bíton. Biíton era irmão de Cl éobis e filho de;Latim;Extraído de Livro dos Nomes;0
756;Bitencourt;Bethenco urt, terreno das ac elgas;Normando;Extraído de Livro dos Nomes;0
757;Bítias;Methiah, homem de Deus;Fenício;Extraído de Livro dos Nomes;0
758;Bito;Bito;Grego;Extraído de Livro dos Nomes;0
759;Bituíto,Bituito;Bituitus, rei dos avernos;Latim;Extraído de Livro dos Nomes;0
760;Bizas;B yzas, do greg o Byzas;Latim;Extraído de Livro dos Nomes;0
761;Blanck;Bra nco, brilhante;Germânico,inglês;Extraído de Livro dos Nomes;0
762;Blanda;Agra dável, cari nhosa, am ável;Latim;Extraído de Livro dos Nomes;0
763;Blandícia;Meiguice, can dura;Latim;Extraído de Livro dos Nomes;0
764;Blandina;Afável, cari nhosa;Latim;Extraído de Livro dos Nomes;0
765;Blandino;Afável, carinhoso;Latim;Extraído de Livro dos Nomes;0
766;Blando;Blandus, brando, carinhos o, meigo;Latim;Extraído de Livro dos Nomes;0
767;Blásio,Brásio;Blas ius, nome do chefe dos Sa lapinos;Latim;Extraído de Livro dos Nomes;0
768;Blenda;Enca ntadora, glor iosa;Germânico;Extraído de Livro dos Nomes;0
769;Bleso;Blaesus, do gre go Blais os, este do a djetivo  blaisós, d e pés;Latim;Extraído de Livro dos Nomes;0
770;Bloch;Estrang eiro;Hebraico;Extraído de Livro dos Nomes;0
771;Bloem;Flor;Holandês;Extraído de Livro dos Nomes;0
772;Blumenau;Campina florida;Teutônico;Extraído de Livro dos Nomes;0
773;Boabdil;Abu'Abd Allah, pai de Abda la, pai do servo de Deus;Árabe;Extraído de Livro dos Nomes;0
774;Boadcéia;Bou dicea, do céltic o Bodicca, vitória;Latim;Extraído de Livro dos Nomes;0
775;Boamorte;Orige m rel igiosa. N. Sra. da Boa Mor te;Português;Extraído de Livro dos Nomes;0
776;Boanerges;"Filhos de Zebed eu: Tiago e João; filho do tro vão";Arameu;Extraído de Livro dos Nomes;0
777;Boaventura;Boa sorte;Latim,italiano;Extraído de Livro dos Nomes;0
778;Bocácio;Boccac io, aumentativo  de bocca, boca;Italiano;Extraído de Livro dos Nomes;0
779;Bocage;Boca ge, bosquezinho. No me d e uma região da Normandia;Francês;Extraído de Livro dos Nomes;0
780;Bocaina;Sobr enome, depr essão nu ma serr a;Tupi;Extraído de Livro dos Nomes;0
781;Bocaiúva;Palmeira;Tupi;Extraído de Livro dos Nomes;0
782;Bócar;Boccar , nome d e African o;Latim;Extraído de Livro dos Nomes;0
783;Boccacio;Bocarra, de boca gr ande;Italiano;Extraído de Livro dos Nomes;0
784;Bocco;Bocchus e o greco Bókch os, do feníci o Mokh,  sínco pe de mo lek,;Latim;Extraído de Livro dos Nomes;0
785;Bocóris;Bocchoris, rei do Eg ito;Latim;Extraído de Livro dos Nomes;0
786;Boécio;Boethius, de roi gem grega: bó ethos,  derivado de boethós;Latim;Extraído de Livro dos Nomes;0
787;Bogdã;Presente de De us;Eslavo;Extraído de Livro dos Nomes;0
788;Boges;Bóges, nome de u ma pers a;Grego;Extraído de Livro dos Nomes;0
789;Bogumil;O que ama (mil) a De us (Bogu), amado de D eus;Eslavo;Extraído de Livro dos Nomes;0
790;Boguslau;Sl au: glória, Bogu: de Deus. Variação Bog uslavo,;Eslavo;Extraído de Livro dos Nomes;0
791;Bohn;Que l ida co m feij ão, fava;Germânico;Extraído de Livro dos Nomes;0
792;Boiardo;Hard: forte,  bogo: como arco;Germânico;Extraído de Livro dos Nomes;0
793;Bolano;Bolanus, nome de homem;Latim;Extraído de Livro dos Nomes;0
794;Boleslau;Slau: gl ória, bol e: maior, ou glória m ais forte;Eslavo;Extraído de Livro dos Nomes;0
795;Bolívar;Moin ho da ribe ira;Espanhol;Extraído de Livro dos Nomes;0
796;Bomílcar;Milkar , petição de Milcar;Fenício;Extraído de Livro dos Nomes;0
797;Bompeixe;O que vende bo m pe ixe;Português;Extraído de Livro dos Nomes;0
798;Bona;Mensage iro;Céltico;Extraído de Livro dos Nomes;0
799;Bonafide;Boa fé;Latim;Extraído de Livro dos Nomes;0
800;Bonami;Bom a migo;Francês;Extraído de Livro dos Nomes;0
801;Bonaparte;Boa parte;Italiano;Extraído de Livro dos Nomes;0
802;Bonar;Bom;Latim;Extraído de Livro dos Nomes;0
803;Bonelli;O bondos o, o bo m;Italiano;Extraído de Livro dos Nomes;0
804;Bonfilho;Bo m filho;Francês;Extraído de Livro dos Nomes;0
805;Bonfim;Senhor do Bo nfim. Orige m religiosa;Português;Extraído de Livro dos Nomes;0
806;Bonifácia;Bo m sem blante;Latim;Extraído de Livro dos Nomes;0
807;Bonifácio;Bonifaci us, aquele que faz o bem;Latim;Extraído de Livro dos Nomes;0
808;Bonifante;Bom infante;Português;Extraído de Livro dos Nomes;0
809;Bonilha;Margar ida dos pra dos;Espanhol;Extraído de Livro dos Nomes;0
810;Bonjy;Rio bar ulhento,  rumoroso;Tupi;Extraído de Livro dos Nomes;0
811;Bony;Di minutivo  de b onita(o);Inglês;Extraído de Livro dos Nomes;0
812;Booz;Bíblic o Booz, de origem he braic a, alvoroço, grande al egria;Latim;Extraído de Livro dos Nomes;0
813;Borba;Bor va: fontes,  nasc entes;Celta;Extraído de Livro dos Nomes;0
814;Borelli;Do bore llo, al mofa da;Italiano;Extraído de Livro dos Nomes;0
815;Borges;Proce dente de Bour ges;Francês;Extraído de Livro dos Nomes;0
816;Borghi;Do Borgo;Italiano;Extraído de Livro dos Nomes;0
817;Bóris;Bóris, batal hador , forte gu erreiro, que p ersegu e os tiranos;Eslavo;Extraído de Livro dos Nomes;0
818;Borístenes;Bor ysthenes, do grego Bor ysthénes,  em qu e parece e ntrar;Latim;Extraído de Livro dos Nomes;0
819;Borja;Desce ndentes do so lar de Borj a em Valença de Aragã o,;Espanhol;Extraído de Livro dos Nomes;0
820;Borromeu;Bom romeiro;Italiano;Extraído de Livro dos Nomes;0
821;Boscardini;Morador o u guarda d e bosqu e;Italiano;Extraído de Livro dos Nomes;0
822;Bosco;Bosq ue;Italiano;Extraído de Livro dos Nomes;0
823;Boso;Comandante;Teutônico;Extraído de Livro dos Nomes;0
824;Botto;Grosse iro, preguiçoso, que rep ele;Português;Extraído de Livro dos Nomes;0
825;Botucatu;Bons ar es, bom clima ou bom vento;Tupi;Extraído de Livro dos Nomes;0
826;Boudica;Bou dicca, rainha dos Icenos;Latim;Extraído de Livro dos Nomes;0
827;Boyd;Loiro;Céltico;Extraído de Livro dos Nomes;0
828;Boyrá;Colar de contas, jó ias, coisa preci osa;Tupi;Extraído de Livro dos Nomes;0
829;Bragança;Caste lo, fortal eza, monte. Sobr enome de fa mílias br asileiras;Celta;Extraído de Livro dos Nomes;0
830;Brahamas;Filho de Abraã o. O mesmo que Abrahams;Germânico;Extraído de Livro dos Nomes;0
831;Brambila;Amora si lvestre;Italiano;Extraído de Livro dos Nomes;0
832;Brancaflor;Bla nchefle ur, branca flor;Francês;Extraído de Livro dos Nomes;0
833;Branco;Blank, luminoso, brilhante;Germânico;Extraído de Livro dos Nomes;0
834;Brandão;Brend anus. O co mbate nte. Nome de um santo;Germânico,celta;Extraído de Livro dos Nomes;0
835;Branderico;Brand: espada e rik: chefe,  príncipe;Germânico;Extraído de Livro dos Nomes;0
836;Brando;Que tem br andur a;Português;Extraído de Livro dos Nomes;0
837;Branislau;Glóri a (slaw) da g uerra (bran);Eslavo;Extraído de Livro dos Nomes;0
838;Brás;Tocha, tição.Italiano di aleta l Biagio;Germânico;Extraído de Livro dos Nomes;0
839;Brásilas;Brasílas;Grego;Extraído de Livro dos Nomes;0
840;Brasileira;Filh a do Brasil;Português;Extraído de Livro dos Nomes;0
841;Brasiliana;Filha do Bras il;Português;Extraído de Livro dos Nomes;0
842;Brasiliano;Filho do Bras il;Português;Extraído de Livro dos Nomes;0
843;Brasiliense;Natural d o Brasil;Português;Extraído de Livro dos Nomes;0
844;Brasilina;Que diz resp eito ao Brasi l;Português;Extraído de Livro dos Nomes;0
845;Bráulio;Ra diante, resp landecente;Latim;Extraído de Livro dos Nomes;0
846;Brenda;Espad a ou brase iro;Teutônico;Extraído de Livro dos Nomes;0
847;Brener;Carvoeiro, ol eiro, fabrica nte de cal, fabricante de;Germânico;Extraído de Livro dos Nomes;0
848;Brenna;Corvo;Ídiche;Extraído de Livro dos Nomes;0
849;Breno;Dir igente, cabeç a, chefe;Gaulês;Extraído de Livro dos Nomes;0
850;Bretas;Rápido com o peixe;Português;Extraído de Livro dos Nomes;0
851;Briana;Variação d e Brenna;Ídiche;Extraído de Livro dos Nomes;0
852;Brígida;Guia, elevada, a sub lime, forte;Celta;Extraído de Livro dos Nomes;0
853;Brígido;Gui a, pate nte;Céltico;Extraído de Livro dos Nomes;0
854;Briseu;Brisé us. Pai de Briseis. Era sum o-sacer dote de Júp iter em;Grego;Extraído de Livro dos Nomes;0
855;Bríson;Bryson, nome de homem;Grego;Extraído de Livro dos Nomes;0
856;Britaldo;Bret: bri, britânico, e weald: forte;Céltico;Extraído de Livro dos Nomes;0
857;Brites;Sensata;Anglo-saxão;Extraído de Livro dos Nomes;0
858;Brizola;Grisal ho;Italiano;Extraído de Livro dos Nomes;0
859;Brochado;Fabricante ou n egoci ante de cântaros, v asos;Francês;Extraído de Livro dos Nomes;0
860;Brogítaro;Brogitarus, genr o de Dejótaro,  rei da Galáci a (Ásia Menor);Latim;Extraído de Livro dos Nomes;0
861;Bronberg;Mon ta de a moras silvestres;Germânico;Extraído de Livro dos Nomes;0
862;Bronislava;Predestina da à glór ia;Eslavo;Extraído de Livro dos Nomes;0
863;Brossard;Fabricante de esc ovas;Francês;Extraído de Livro dos Nomes;0
864;Brotto;Bruto, feio;Italiano;Extraído de Livro dos Nomes;0
865;Brown;Moreno;Inglês;Extraído de Livro dos Nomes;0
866;Bruce;Procede nte de Braose, hoje Bri euse;Frnacês;Extraído de Livro dos Nomes;0
867;Bruna;Escur o, pardo;Teutônico;Extraído de Livro dos Nomes;0
868;Brunilda;Brun i-childis, guerre ira arm ada ou guerre ira com;Germânico;Extraído de Livro dos Nomes;0
869;Bruno;Escuro, pard o;Teutônico;Extraído de Livro dos Nomes;0
870;Brunswick;Lug ar escuro;Inglês;Extraído de Livro dos Nomes;0
871;Brunulda;A que combate proteg ida por u ma co uraça;Teutônico;Extraído de Livro dos Nomes;0
872;Bruto;Brutus - Pesa dão, molerão, bronco, acanh ado;Latim;Extraído de Livro dos Nomes;0
873;Buda;Budd hás, o esperto,  o desperto;Sânscrito;Extraído de Livro dos Nomes;0
874;Budant;Alcunh a de pesso a gorda, fabrica nte ou vende dor de frios;Francês;Extraído de Livro dos Nomes;0
875;Budeu;Bud é, nome de um célebre humanista (1 467-1 540);Francês;Extraído de Livro dos Nomes;0
876;Bueno;Bom;Espanhol;Extraído de Livro dos Nomes;0
877;Bulbáquer;Abú bakr , pai da menina (virgem);Árabe;Extraído de Livro dos Nomes;0
878;Bulhões;Sobr enome de fa mílias br asileiras, deriva da cidade de;Francês;Extraído de Livro dos Nomes;0
879;Búpalo;Bupalus, célebre escu ltor grego, de Quil os;Latim;Extraído de Livro dos Nomes;0
880;Burcardo;Burkhard: burk, burgo, hard, forte;Germânico;Extraído de Livro dos Nomes;0
881;Burchardo;Burch ard, o mesmo q ue Burcard o;Alemão;Extraído de Livro dos Nomes;0
882;Burgos;Vindo de Burgos, cida de espa nhola. Árvore da vida, na;Espanhol;Extraído de Livro dos Nomes;0
883;Buriti;Nome de u ma p almeira, coqueiro;Tupi;Extraído de Livro dos Nomes;0
884;Burnier;Morador e m cab ana de pastor;Francês;Extraído de Livro dos Nomes;0
885;Burton;Burhton, habitante d e cidade fortifica da;Anglo-saxão;Extraído de Livro dos Nomes;0
886;Busíris;Busiris, do greg o Bousir is. Nome de um rei len dário d o Egito, e;Latim;Extraído de Livro dos Nomes;0
887;Busmeyer;Barque iro de pesca;Germânico;Extraído de Livro dos Nomes;0
888;Bustamante;Procede d e Juan Sánch ez de Bustam ante;Espanhol;Extraído de Livro dos Nomes;0
889;Butes;Butes, nome de ho mem;Latim;Extraído de Livro dos Nomes;0
890;Byuron;V aqueiro;Anglo-saxão;Extraído de Livro dos Nomes;0
891;Caápuã;Capão de mat o, morador do ma to;Tupi;Extraído de Livro dos Nomes;0
892;Caapotyraguá;Flor do vale, da ma ta;Tupi;Extraído de Livro dos Nomes;0
893;Caássyca;Nome de uma pla nta resinosa, oleosa;Tupi;Extraído de Livro dos Nomes;0
894;Caátia;Planta qu e segrega u m suco l ácteo;Tupi;Extraído de Livro dos Nomes;0
895;Cabayba;Vespa ruim, venenos a;Tupi;Extraído de Livro dos Nomes;0
896;Cabral;Lugar on de há cabr as;Português;Extraído de Livro dos Nomes;0
897;Cabreira;Topônimo de Galiza;Português;Extraído de Livro dos Nomes;0
898;Cabuçu;Vespa gra nde;Tupi;Extraído de Livro dos Nomes;0
899;Caçapava;Travessia do mat o;Tupi;Extraído de Livro dos Nomes;0
900;Cáceres;Castris, acampamento militar;Latim;Extraído de Livro dos Nomes;0
901;Cacilda;Gail + hi lt, lanç a de combate;Germânico;Extraído de Livro dos Nomes;0
